"Item_Stock_No";"In_Stock";"Item_Reserved_YN";"Shelf_Location";"Platform_Title_Id";"Rental_Fee";"Late_Fee"
"A12358";"1";"N";"A12358";"1240";"5.9900";"2.9900"
"A12359";"1";"N";"A12359";"1241";"5.9900";"2.9900"
"A12360";"1";"N";"A12360";"1242";"5.9900";"2.9900"
"A12360";"1";"N";"A12360";"1243";"5.9900";"2.9900"
"A12361";"1";"N";"A12361";"1244";"5.9900";"2.9900"
"A12362";"1";"N";"A12362";"1245";"7.9900";"2.9900"
"A12362";"1";"N";"A12362";"1246";"7.9900";"2.9900"
"A12362";"1";"N";"A12362";"1247";"7.9900";"2.9900"
"A12362";"1";"N";"A12362";"1248";"7.9900";"2.9900"
"A12363";"1";"N";"A12363";"1249";"7.9900";"2.9900"
"A12363";"1";"N";"A12363";"1250";"7.9900";"2.9900"
"A12363";"1";"N";"A12363";"1251";"7.9900";"2.9900"
"A12363";"1";"N";"A12363";"1252";"7.9900";"2.9900"
"A12364";"1";"N";"A12364";"1253";"7.9900";"2.9900"
"A12364";"1";"N";"A12364";"1254";"7.9900";"2.9900"
"A12364";"1";"N";"A12364";"1255";"7.9900";"2.9900"
"A12364";"1";"N";"A12364";"1256";"7.9900";"2.9900"
"A12365";"1";"N";"A12365";"1257";"7.9900";"2.9900"
"A12365";"1";"N";"A12365";"1258";"7.9900";"2.9900"
"A12365";"1";"N";"A12365";"1259";"7.9900";"2.9900"
"A12365";"1";"N";"A12365";"1260";"7.9900";"2.9900"
"A12366";"1";"N";"A12366";"1261";"5.9900";"2.9900"
"A12366";"1";"N";"A12366";"1262";"5.9900";"2.9900"
"A12367";"1";"N";"A12367";"1263";"5.9900";"2.9900"
"A12367";"1";"N";"A12367";"1264";"5.9900";"2.9900"
"A12368";"1";"N";"A12368";"1265";"5.9900";"2.9900"
"A12368";"1";"N";"A12368";"1266";"5.9900";"2.9900"
"A12369";"1";"N";"A12369";"1267";"5.9900";"2.9900"
"A12369";"1";"N";"A12369";"1268";"5.9900";"2.9900"
"A12370";"1";"N";"A12370";"1269";"5.9900";"2.9900"
"A12371";"1";"N";"A12371";"1270";"4.9900";"2.9900"
"A12371";"1";"N";"A12371";"1271";"4.9900";"2.9900"
"A12371";"1";"N";"A12371";"1272";"4.9900";"2.9900"
"A12372";"1";"N";"A12372";"1273";"5.9900";"2.9900"
"A12372";"1";"N";"A12372";"1274";"5.9900";"2.9900"
"A12373";"1";"N";"A12373";"1275";"5.9900";"2.9900"
"A12373";"1";"N";"A12373";"1276";"5.9900";"2.9900"
"A12374";"1";"N";"A12374";"1277";"5.9900";"2.9900"
"A12374";"1";"N";"A12374";"1278";"5.9900";"2.9900"
"A12375";"1";"N";"A12375";"1279";"5.9900";"2.9900"
"A12375";"1";"N";"A12375";"1280";"5.9900";"2.9900"
"A12376";"1";"N";"A12376";"1281";"5.9900";"2.9900"
"A12377";"1";"N";"A12377";"1282";"7.9900";"2.9900"
"A12378";"1";"N";"A12378";"1283";"5.9900";"2.9900"
"A12379";"1";"N";"A12379";"1284";"7.9900";"2.9900"
"A12379";"1";"N";"A12379";"1285";"7.9900";"2.9900"
"A12380";"1";"N";"A12380";"1286";"7.9900";"2.9900"
"A12381";"1";"N";"A12381";"1287";"7.9900";"2.9900"
"A12382";"1";"N";"A12382";"1288";"7.9900";"2.9900"
"A12383";"1";"N";"A12383";"1289";"7.9900";"2.9900"
"A12384";"1";"N";"A12384";"1290";"5.9900";"2.9900"
"A12385";"1";"N";"A12385";"1291";"5.9900";"2.9900"
"A12386";"1";"N";"A12386";"1292";"5.9900";"2.9900"
"A12387";"1";"N";"A12387";"1293";"5.9900";"2.9900"
"A12388";"1";"N";"A12388";"1294";"7.9900";"2.9900"
"A12389";"1";"N";"A12389";"1295";"7.9900";"2.9900"
"A12390";"1";"N";"A12390";"1296";"7.9900";"2.9900"
"A12390";"1";"N";"A12390";"1297";"7.9900";"2.9900"
"A12391";"1";"N";"A12391";"1298";"7.9900";"2.9900"
"A12392";"1";"N";"A12392";"1299";"7.9900";"2.9900"
"A12393";"1";"N";"A12393";"1300";"7.9900";"2.9900"
"A12394";"1";"N";"A12394";"1301";"7.9900";"2.9900"
"A12395";"1";"N";"A12395";"1302";"7.9900";"2.9900"
"A12395";"1";"N";"A12395";"1303";"7.9900";"2.9900"
"A12396";"1";"N";"A12396";"1304";"7.9900";"2.9900"
"A12397";"1";"N";"A12397";"1305";"7.9900";"2.9900"
"A12398";"1";"N";"A12398";"1306";"7.9900";"2.9900"
"A12399";"1";"N";"A12399";"1307";"7.9900";"2.9900"
"A12400";"1";"N";"A12400";"1308";"7.9900";"2.9900"
"A12401";"1";"N";"A12401";"1309";"7.9900";"2.9900"
"A12402";"1";"N";"A12402";"1310";"7.9900";"2.9900"
"A12403";"1";"N";"A12403";"1311";"4.9900";"2.9900"
"A12404";"1";"N";"A12404";"1312";"7.9900";"2.9900"
"A12405";"1";"N";"A12405";"1313";"7.9900";"2.9900"
"A12406";"1";"N";"A12406";"1314";"7.9900";"2.9900"
"A12407";"1";"N";"A12407";"1315";"4.9900";"2.9900"
"A12408";"1";"N";"A12408";"1316";"7.9900";"2.9900"
"A12408";"1";"N";"A12408";"1317";"7.9900";"2.9900"
"A12409";"1";"N";"A12409";"1318";"4.9900";"2.9900"
"A12410";"1";"N";"A12410";"1319";"7.9900";"2.9900"
"A12411";"1";"N";"A12411";"1320";"7.9900";"2.9900"
"A12412";"1";"N";"A12412";"1321";"7.9900";"2.9900"
"A12413";"1";"N";"A12413";"1322";"7.9900";"2.9900"
"A12414";"1";"N";"A12414";"1323";"7.9900";"2.9900"
"A12415";"1";"N";"A12415";"1324";"7.9900";"2.9900"
"A12416";"1";"N";"A12416";"1325";"7.9900";"2.9900"
"A12417";"1";"N";"A12417";"1326";"7.9900";"2.9900"
"A12418";"1";"N";"A12418";"1327";"7.9900";"2.9900"
"A12419";"1";"N";"A12419";"1328";"4.9900";"2.9900"
"A12420";"1";"N";"A12420";"1329";"7.9900";"2.9900"
"A12421";"1";"N";"A12421";"1330";"7.9900";"2.9900"
"A12421";"1";"N";"A12421";"1331";"7.9900";"2.9900"
"A12422";"1";"N";"A12422";"1332";"7.9900";"2.9900"
"A12423";"1";"N";"A12423";"1333";"7.9900";"2.9900"
"A12424";"1";"N";"A12424";"1334";"7.9900";"2.9900"
"A12425";"1";"N";"A12425";"1335";"7.9900";"2.9900"
"A12426";"1";"N";"A12426";"1336";"7.9900";"2.9900"
"A12427";"1";"N";"A12427";"1337";"7.9900";"2.9900"
"A12428";"1";"N";"A12428";"1338";"7.9900";"2.9900"
"A12428";"1";"N";"A12428";"1339";"7.9900";"2.9900"
"A12429";"1";"N";"A12429";"1340";"7.9900";"2.9900"
"A12430";"1";"N";"A12430";"1341";"7.9900";"2.9900"
"A12431";"1";"N";"A12431";"1342";"7.9900";"2.9900"
"A12431";"1";"N";"A12431";"1343";"7.9900";"2.9900"
"A12432";"1";"N";"A12432";"1344";"7.9900";"2.9900"
"A12433";"1";"N";"A12433";"1345";"7.9900";"2.9900"
"A12434";"1";"N";"A12434";"1346";"7.9900";"2.9900"
"A12434";"1";"N";"A12434";"1347";"7.9900";"2.9900"
"A12435";"1";"N";"A12435";"1348";"7.9900";"2.9900"
"A12436";"1";"N";"A12436";"1349";"7.9900";"2.9900"
"A12437";"1";"N";"A12437";"1350";"7.9900";"2.9900"
"A12438";"1";"N";"A12438";"1351";"7.9900";"2.9900"
"A12439";"1";"N";"A12439";"1352";"7.9900";"2.9900"
"A12440";"1";"N";"A12440";"1353";"7.9900";"2.9900"
"A12441";"1";"N";"A12441";"1354";"7.9900";"2.9900"
"A12442";"1";"N";"A12442";"1355";"7.9900";"2.9900"
"A12443";"1";"N";"A12443";"1356";"7.9900";"2.9900"
"A12444";"1";"N";"A12444";"1357";"7.9900";"2.9900"
"A12445";"1";"N";"A12445";"1358";"7.9900";"2.9900"
"A12445";"1";"N";"A12445";"1359";"7.9900";"2.9900"
"A12446";"1";"N";"A12446";"1360";"7.9900";"2.9900"
"A12447";"1";"N";"A12447";"1361";"7.9900";"2.9900"
"A12448";"1";"N";"A12448";"1362";"7.9900";"2.9900"
"A12449";"1";"N";"A12449";"1363";"7.9900";"2.9900"
"A12450";"1";"N";"A12450";"1364";"7.9900";"2.9900"
"A12451";"1";"N";"A12451";"1365";"7.9900";"2.9900"
"A12452";"1";"N";"A12452";"1366";"4.9900";"2.9900"
"A12453";"1";"N";"A12453";"1367";"7.9900";"2.9900"
"A12453";"1";"N";"A12453";"1368";"7.9900";"2.9900"
"A12454";"1";"N";"A12454";"1369";"7.9900";"2.9900"
"A12455";"1";"N";"A12455";"1370";"7.9900";"2.9900"
"A12455";"1";"N";"A12455";"1371";"7.9900";"2.9900"
"A12456";"1";"N";"A12456";"1372";"7.9900";"2.9900"
"A12457";"1";"N";"A12457";"1373";"7.9900";"2.9900"
"A12458";"1";"N";"A12458";"1374";"7.9900";"2.9900"
"A12458";"1";"N";"A12458";"1375";"7.9900";"2.9900"
"A12458";"1";"N";"A12458";"1376";"7.9900";"2.9900"
"A12459";"1";"N";"A12459";"1377";"4.9900";"2.9900"
"A12460";"1";"N";"A12460";"1378";"7.9900";"2.9900"
"A12461";"1";"N";"A12461";"1379";"7.9900";"2.9900"
"A12462";"1";"N";"A12462";"1380";"7.9900";"2.9900"
"A12463";"1";"N";"A12463";"1381";"7.9900";"2.9900"
"A12464";"1";"N";"A12464";"1382";"4.9900";"2.9900"
"A12465";"1";"N";"A12465";"1383";"4.9900";"2.9900"
"A12466";"1";"N";"A12466";"1384";"7.9900";"2.9900"
"A12467";"1";"N";"A12467";"1385";"7.9900";"2.9900"
"A12468";"1";"N";"A12468";"1386";"7.9900";"2.9900"
"A12469";"1";"N";"A12469";"1387";"7.9900";"2.9900"
"A12470";"1";"N";"A12470";"1388";"7.9900";"2.9900"
"A12470";"1";"N";"A12470";"1389";"7.9900";"2.9900"
"A12471";"1";"N";"A12471";"1390";"7.9900";"2.9900"
"A12471";"1";"N";"A12471";"1391";"7.9900";"2.9900"
"A12472";"1";"N";"A12472";"1392";"7.9900";"2.9900"
"A12472";"1";"N";"A12472";"1393";"7.9900";"2.9900"
"A12472";"1";"N";"A12472";"1394";"7.9900";"2.9900"
"A12474";"1";"N";"A12474";"1395";"4.9900";"2.9900"
"A12474";"1";"N";"A12474";"1396";"4.9900";"2.9900"
"A12476";"1";"N";"A12476";"1397";"7.9900";"2.9900"
"A12476";"1";"N";"A12476";"1398";"7.9900";"2.9900"
"A12476";"1";"N";"A12476";"1399";"7.9900";"2.9900"
"A12477";"1";"N";"A12477";"1400";"4.9900";"2.9900"
"A12478";"1";"N";"A12478";"1401";"7.9900";"2.9900"
"A12479";"1";"N";"A12479";"1402";"7.9900";"2.9900"
"A12480";"1";"N";"A12480";"1403";"7.9900";"2.9900"
"A12481";"1";"N";"A12481";"1404";"7.9900";"2.9900"
"A12482";"1";"N";"A12482";"1405";"7.9900";"2.9900"
"A12483";"1";"N";"A12483";"1406";"7.9900";"2.9900"
"A12484";"1";"N";"A12484";"1407";"7.9900";"2.9900"
"A12485";"1";"N";"A12485";"1408";"4.9900";"2.9900"
"A12486";"1";"N";"A12486";"1409";"7.9900";"2.9900"
"A12487";"1";"N";"A12487";"1410";"4.9900";"2.9900"
"A12488";"1";"N";"A12488";"1411";"7.9900";"2.9900"
"A12489";"1";"N";"A12489";"1412";"7.9900";"2.9900"
"A12489";"1";"N";"A12489";"1413";"7.9900";"2.9900"
"A12490";"1";"N";"A12490";"1414";"7.9900";"2.9900"
"A12491";"1";"N";"A12491";"1415";"7.9900";"2.9900"
"A12492";"1";"N";"A12492";"1416";"4.9900";"2.9900"
"A12492";"1";"N";"A12492";"1417";"4.9900";"2.9900"
"A12493";"1";"N";"A12493";"1418";"4.9900";"2.9900"
"A12494";"1";"N";"A12494";"1419";"7.9900";"2.9900"
"A12494";"1";"N";"A12494";"1420";"7.9900";"2.9900"
"A12494";"1";"N";"A12494";"1421";"7.9900";"2.9900"
"A12495";"1";"N";"A12495";"1422";"4.9900";"2.9900"
"A12496";"1";"N";"A12496";"1423";"7.9900";"2.9900"
"A12496";"1";"N";"A12496";"1424";"7.9900";"2.9900"
"A12496";"1";"N";"A12496";"1425";"7.9900";"2.9900"
"A12497";"1";"N";"A12497";"1426";"4.9900";"2.9900"
"A12497";"1";"N";"A12497";"1427";"4.9900";"2.9900"
"A12498";"1";"N";"A12498";"1428";"7.9900";"2.9900"
"A12498";"1";"N";"A12498";"1429";"7.9900";"2.9900"
"A12499";"1";"N";"A12499";"1430";"7.9900";"2.9900"
"A12499";"1";"N";"A12499";"1431";"7.9900";"2.9900"
"A12499";"1";"N";"A12499";"1432";"7.9900";"2.9900"
"A12500";"1";"N";"A12500";"1433";"7.9900";"2.9900"
"A12500";"1";"N";"A12500";"1434";"7.9900";"2.9900"
"A12501";"1";"N";"A12501";"1435";"7.9900";"2.9900"
"A12501";"1";"N";"A12501";"1436";"7.9900";"2.9900"
"A12501";"1";"N";"A12501";"1437";"7.9900";"2.9900"
"A12502";"1";"N";"A12502";"1438";"4.9900";"2.9900"
"A12503";"1";"N";"A12503";"1439";"7.9900";"2.9900"
"A12503";"1";"N";"A12503";"1440";"7.9900";"2.9900"
"A12504";"1";"N";"A12504";"1441";"7.9900";"2.9900"
"A12504";"1";"N";"A12504";"1442";"7.9900";"2.9900"
"A12505";"1";"N";"A12505";"1443";"7.9900";"2.9900"
"A12506";"1";"N";"A12506";"1444";"7.9900";"2.9900"
"A12507";"1";"N";"A12507";"1445";"7.9900";"2.9900"
"A12508";"1";"N";"A12508";"1446";"4.9900";"2.9900"
"A12509";"1";"N";"A12509";"1447";"7.9900";"2.9900"
"A12510";"1";"N";"A12510";"1448";"7.9900";"2.9900"
"A12510";"1";"N";"A12510";"1449";"7.9900";"2.9900"
"A12511";"1";"N";"A12511";"1450";"7.9900";"2.9900"
"A12511";"1";"N";"A12511";"1451";"7.9900";"2.9900"
"A12512";"1";"N";"A12512";"1452";"7.9900";"2.9900"
"A12513";"1";"N";"A12513";"1453";"7.9900";"2.9900"
"A12513";"1";"N";"A12513";"1454";"7.9900";"2.9900"
"A12514";"1";"N";"A12514";"1455";"4.9900";"2.9900"
"A12515";"1";"N";"A12515";"1456";"7.9900";"2.9900"
"A12515";"1";"N";"A12515";"1457";"7.9900";"2.9900"
"A12516";"1";"N";"A12516";"1458";"7.9900";"2.9900"
"A12516";"1";"N";"A12516";"1459";"7.9900";"2.9900"
"A12517";"1";"N";"A12517";"1460";"7.9900";"2.9900"
"A12517";"1";"N";"A12517";"1461";"7.9900";"2.9900"
"A12518";"1";"N";"A12518";"1462";"7.9900";"2.9900"
"A12518";"1";"N";"A12518";"1463";"7.9900";"2.9900"
"A12520";"1";"N";"A12520";"1464";"7.9900";"2.9900"
"A12520";"1";"N";"A12520";"1465";"7.9900";"2.9900"
"A12521";"1";"N";"A12521";"1466";"7.9900";"2.9900"
"A12522";"1";"N";"A12522";"1467";"7.9900";"2.9900"
"A12523";"1";"N";"A12523";"1468";"4.9900";"2.9900"
"A12524";"1";"N";"A12524";"1";"7.9900";"2.9900"
"A12525";"1";"N";"A12525";"2";"4.9900";"2.9900"
"A12525";"1";"N";"A12525";"3";"4.9900";"2.9900"
"A12525";"1";"N";"A12525";"4";"4.9900";"2.9900"
"A12526";"1";"N";"A12526";"5";"5.9900";"2.9900"
"A12527";"1";"N";"A12527";"6";"7.9900";"2.9900"
"A12527";"1";"N";"A12527";"7";"7.9900";"2.9900"
"A12527";"1";"N";"A12527";"8";"7.9900";"2.9900"
"A12528";"1";"N";"A12528";"9";"4.9900";"2.9900"
"A12529";"1";"N";"A12529";"10";"5.9900";"2.9900"
"A12530";"1";"N";"A12530";"11";"4.9900";"2.9900"
"A12531";"1";"N";"A12531";"12";"5.9900";"2.9900"
"A12532";"1";"N";"A12532";"13";"5.9900";"2.9900"
"A12533";"1";"N";"A12533";"14";"5.9900";"2.9900"
"A12533";"1";"N";"A12533";"15";"5.9900";"2.9900"
"A12534";"1";"N";"A12534";"16";"5.9900";"2.9900"
"A12535";"1";"N";"A12535";"17";"5.9900";"2.9900"
"A12536";"1";"N";"A12536";"18";"5.9900";"2.9900"
"A12537";"1";"N";"A12537";"19";"5.9900";"2.9900"
"A12537";"1";"N";"A12537";"20";"5.9900";"2.9900"
"A12538";"1";"N";"A12538";"21";"5.9900";"2.9900"
"A12539";"1";"N";"A12539";"22";"5.9900";"2.9900"
"A12540";"1";"N";"A12540";"23";"5.9900";"2.9900"
"A12540";"1";"N";"A12540";"24";"5.9900";"2.9900"
"A12541";"1";"N";"A12541";"25";"7.9900";"2.9900"
"A12541";"1";"N";"A12541";"26";"7.9900";"2.9900"
"A12542";"1";"N";"A12542";"27";"5.9900";"2.9900"
"A12543";"1";"N";"A12543";"28";"5.9900";"2.9900"
"A12544";"1";"N";"A12544";"29";"5.9900";"2.9900"
"A12545";"1";"N";"A12545";"30";"7.9900";"2.9900"
"A12545";"1";"N";"A12545";"31";"7.9900";"2.9900"
"A12546";"1";"N";"A12546";"32";"5.9900";"2.9900"
"A12547";"1";"N";"A12547";"33";"7.9900";"2.9900"
"A12548";"1";"N";"A12548";"34";"5.9900";"2.9900"
"A12549";"1";"N";"A12549";"35";"5.9900";"2.9900"
"A12550";"1";"N";"A12550";"36";"5.9900";"2.9900"
"A12551";"1";"N";"A12551";"37";"5.9900";"2.9900"
"A12552";"1";"N";"A12552";"38";"5.9900";"2.9900"
"A12553";"1";"N";"A12553";"39";"5.9900";"2.9900"
"A12554";"1";"N";"A12554";"40";"5.9900";"2.9900"
"A12555";"1";"N";"A12555";"41";"5.9900";"2.9900"
"A12555";"1";"N";"A12555";"42";"5.9900";"2.9900"
"A12556";"1";"N";"A12556";"43";"5.9900";"2.9900"
"A12557";"1";"N";"A12557";"44";"7.9900";"2.9900"
"A12558";"1";"N";"A12558";"45";"5.9900";"2.9900"
"A12558";"1";"N";"A12558";"46";"5.9900";"2.9900"
"A12559";"1";"N";"A12559";"47";"5.9900";"2.9900"
"A12560";"1";"N";"A12560";"48";"4.9900";"2.9900"
"A12560";"1";"N";"A12560";"49";"4.9900";"2.9900"
"A12560";"1";"N";"A12560";"50";"4.9900";"2.9900"
"A12561";"1";"N";"A12561";"51";"4.9900";"2.9900"
"A12561";"1";"N";"A12561";"52";"4.9900";"2.9900"
"A12562";"1";"N";"A12562";"53";"7.9900";"2.9900"
"A12562";"1";"N";"A12562";"54";"7.9900";"2.9900"
"A12563";"1";"N";"A12563";"55";"5.9900";"2.9900"
"A12564";"1";"N";"A12564";"56";"5.9900";"2.9900"
"A12565";"1";"N";"A12565";"57";"5.9900";"2.9900"
"A12566";"1";"N";"A12566";"58";"5.9900";"2.9900"
"A12566";"1";"N";"A12566";"59";"5.9900";"2.9900"
"A12567";"1";"N";"A12567";"60";"5.9900";"2.9900"
"A12567";"1";"N";"A12567";"61";"5.9900";"2.9900"
"A12568";"1";"N";"A12568";"62";"5.9900";"2.9900"
"A12569";"1";"N";"A12569";"63";"5.9900";"2.9900"
"A12570";"1";"N";"A12570";"64";"7.9900";"2.9900"
"A12571";"1";"N";"A12571";"65";"5.9900";"2.9900"
"A12571";"1";"N";"A12571";"66";"5.9900";"2.9900"
"A12572";"1";"N";"A12572";"67";"5.9900";"2.9900"
"A12572";"1";"N";"A12572";"68";"5.9900";"2.9900"
"A12573";"1";"N";"A12573";"69";"5.9900";"2.9900"
"A12573";"1";"N";"A12573";"70";"5.9900";"2.9900"
"A12574";"1";"N";"A12574";"71";"5.9900";"2.9900"
"A12575";"1";"N";"A12575";"72";"7.9900";"2.9900"
"A12576";"1";"N";"A12576";"73";"5.9900";"2.9900"
"A12577";"1";"N";"A12577";"74";"5.9900";"2.9900"
"A12578";"1";"N";"A12578";"75";"7.9900";"2.9900"
"A12579";"1";"N";"A12579";"76";"5.9900";"2.9900"
"A12580";"1";"N";"A12580";"77";"5.9900";"2.9900"
"A12581";"1";"N";"A12581";"78";"5.9900";"2.9900"
"A12582";"1";"N";"A12582";"79";"5.9900";"2.9900"
"A12583";"1";"N";"A12583";"80";"5.9900";"2.9900"
"A12584";"1";"N";"A12584";"81";"7.9900";"2.9900"
"A12584";"1";"N";"A12584";"82";"7.9900";"2.9900"
"A12585";"1";"N";"A12585";"83";"5.9900";"2.9900"
"A12586";"1";"N";"A12586";"84";"5.9900";"2.9900"
"A12586";"1";"N";"A12586";"85";"5.9900";"2.9900"
"A12588";"1";"N";"A12588";"86";"5.9900";"2.9900"
"A12589";"1";"N";"A12589";"87";"5.9900";"2.9900"
"A12590";"1";"N";"A12590";"88";"5.9900";"2.9900"
"A12591";"1";"N";"A12591";"89";"5.9900";"2.9900"
"A12592";"1";"N";"A12592";"90";"5.9900";"2.9900"
"A12593";"1";"N";"A12593";"91";"5.9900";"2.9900"
"A12594";"1";"N";"A12594";"92";"5.9900";"2.9900"
"A12595";"1";"N";"A12595";"93";"7.9900";"2.9900"
"A12595";"1";"N";"A12595";"94";"7.9900";"2.9900"
"A12595";"1";"N";"A12595";"95";"7.9900";"2.9900"
"A12595";"1";"N";"A12595";"96";"7.9900";"2.9900"
"A12596";"1";"N";"A12596";"97";"7.9900";"2.9900"
"A12597";"1";"N";"A12597";"98";"7.9900";"2.9900"
"A12598";"1";"N";"A12598";"99";"5.9900";"2.9900"
"A12598";"1";"N";"A12598";"100";"5.9900";"2.9900"
"A12599";"1";"N";"A12599";"101";"5.9900";"2.9900"
"A12599";"1";"N";"A12599";"102";"5.9900";"2.9900"
"A12600";"1";"N";"A12600";"103";"5.9900";"2.9900"
"A12600";"1";"N";"A12600";"104";"5.9900";"2.9900"
"A12601";"1";"N";"A12601";"105";"5.9900";"2.9900"
"A12601";"1";"N";"A12601";"106";"5.9900";"2.9900"
"A12603";"1";"N";"A12603";"107";"5.9900";"2.9900"
"A12604";"1";"N";"A12604";"108";"5.9900";"2.9900"
"A12604";"1";"N";"A12604";"109";"5.9900";"2.9900"
"A12605";"1";"N";"A12605";"110";"5.9900";"2.9900"
"A12606";"1";"N";"A12606";"111";"5.9900";"2.9900"
"A12607";"1";"N";"A12607";"112";"5.9900";"2.9900"
"A12608";"1";"N";"A12608";"113";"5.9900";"2.9900"
"A12608";"1";"N";"A12608";"114";"5.9900";"2.9900"
"A12609";"1";"N";"A12609";"115";"4.9900";"2.9900"
"A12610";"1";"N";"A12610";"116";"7.9900";"2.9900"
"A12611";"1";"N";"A12611";"117";"5.9900";"2.9900"
"A12612";"1";"N";"A12612";"118";"7.9900";"2.9900"
"A12613";"1";"N";"A12613";"119";"5.9900";"2.9900"
"A12613";"1";"N";"A12613";"120";"5.9900";"2.9900"
"A12614";"1";"N";"A12614";"121";"5.9900";"2.9900"
"A12614";"1";"N";"A12614";"122";"5.9900";"2.9900"
"A12615";"1";"N";"A12615";"123";"5.9900";"2.9900"
"A12616";"1";"N";"A12616";"124";"7.9900";"2.9900"
"A12616";"1";"N";"A12616";"125";"7.9900";"2.9900"
"A12616";"1";"N";"A12616";"126";"7.9900";"2.9900"
"A12616";"1";"N";"A12616";"127";"7.9900";"2.9900"
"A12616";"1";"N";"A12616";"128";"7.9900";"2.9900"
"A12617";"1";"N";"A12617";"129";"4.9900";"2.9900"
"A12617";"1";"N";"A12617";"130";"4.9900";"2.9900"
"A12617";"1";"N";"A12617";"131";"4.9900";"2.9900"
"A12619";"1";"N";"A12619";"132";"7.9900";"2.9900"
"A12620";"1";"N";"A12620";"133";"4.9900";"2.9900"
"A12621";"1";"N";"A12621";"134";"7.9900";"2.9900"
"A12622";"1";"N";"A12622";"135";"5.9900";"2.9900"
"A12622";"1";"N";"A12622";"136";"5.9900";"2.9900"
"A12623";"1";"N";"A12623";"137";"5.9900";"2.9900"
"A12623";"1";"N";"A12623";"138";"5.9900";"2.9900"
"A12624";"1";"N";"A12624";"139";"5.9900";"2.9900"
"A12625";"1";"N";"A12625";"140";"7.9900";"2.9900"
"A12626";"1";"N";"A12626";"141";"5.9900";"2.9900"
"A12627";"1";"N";"A12627";"142";"5.9900";"2.9900"
"A12628";"1";"N";"A12628";"143";"5.9900";"2.9900"
"A12629";"1";"N";"A12629";"144";"5.9900";"2.9900"
"A12630";"1";"N";"A12630";"145";"5.9900";"2.9900"
"A12631";"1";"N";"A12631";"146";"5.9900";"2.9900"
"A12631";"1";"N";"A12631";"147";"5.9900";"2.9900"
"A12632";"1";"N";"A12632";"148";"5.9900";"2.9900"
"A12633";"1";"N";"A12633";"149";"7.9900";"2.9900"
"A12633";"1";"N";"A12633";"150";"7.9900";"2.9900"
"A12635";"1";"N";"A12635";"151";"5.9900";"2.9900"
"A12636";"1";"N";"A12636";"152";"7.9900";"2.9900"
"A12637";"1";"N";"A12637";"153";"7.9900";"2.9900"
"A12638";"1";"N";"A12638";"154";"5.9900";"2.9900"
"A12638";"1";"N";"A12638";"155";"5.9900";"2.9900"
"A12639";"1";"N";"A12639";"156";"5.9900";"2.9900"
"A12640";"1";"N";"A12640";"157";"5.9900";"2.9900"
"A12640";"1";"N";"A12640";"158";"5.9900";"2.9900"
"A12641";"1";"N";"A12641";"159";"5.9900";"2.9900"
"A12642";"1";"N";"A12642";"160";"5.9900";"2.9900"
"A12643";"1";"N";"A12643";"161";"5.9900";"2.9900"
"A12643";"1";"N";"A12643";"162";"5.9900";"2.9900"
"A12644";"1";"N";"A12644";"163";"5.9900";"2.9900"
"A12644";"1";"N";"A12644";"164";"5.9900";"2.9900"
"A12645";"1";"N";"A12645";"165";"5.9900";"2.9900"
"A12645";"1";"N";"A12645";"166";"5.9900";"2.9900"
"A12646";"1";"N";"A12646";"167";"7.9900";"2.9900"
"A12646";"1";"N";"A12646";"168";"7.9900";"2.9900"
"A12646";"1";"N";"A12646";"169";"7.9900";"2.9900"
"A12647";"1";"N";"A12647";"170";"5.9900";"2.9900"
"A12648";"1";"N";"A12648";"171";"5.9900";"2.9900"
"A12648";"1";"N";"A12648";"172";"5.9900";"2.9900"
"A12649";"1";"N";"A12649";"173";"5.9900";"2.9900"
"A12649";"1";"N";"A12649";"174";"5.9900";"2.9900"
"A12650";"1";"N";"A12650";"175";"4.9900";"2.9900"
"A12650";"1";"N";"A12650";"176";"4.9900";"2.9900"
"A12651";"1";"N";"A12651";"177";"5.9900";"2.9900"
"A12652";"1";"N";"A12652";"178";"5.9900";"2.9900"
"A12653";"1";"N";"A12653";"179";"7.9900";"2.9900"
"A12653";"1";"N";"A12653";"180";"7.9900";"2.9900"
"A12654";"1";"N";"A12654";"181";"7.9900";"2.9900"
"A12654";"1";"N";"A12654";"182";"7.9900";"2.9900"
"A12655";"1";"N";"A12655";"183";"7.9900";"2.9900"
"A12655";"1";"N";"A12655";"184";"7.9900";"2.9900"
"A12656";"1";"N";"A12656";"185";"7.9900";"2.9900"
"A12656";"1";"N";"A12656";"186";"7.9900";"2.9900"
"A12657";"1";"N";"A12657";"187";"5.9900";"2.9900"
"A12658";"1";"N";"A12658";"188";"5.9900";"2.9900"
"A12659";"1";"N";"A12659";"189";"5.9900";"2.9900"
"A12659";"1";"N";"A12659";"190";"5.9900";"2.9900"
"A12660";"1";"N";"A12660";"191";"4.9900";"2.9900"
"A12660";"1";"N";"A12660";"192";"4.9900";"2.9900"
"A12660";"1";"N";"A12660";"193";"4.9900";"2.9900"
"A12661";"1";"N";"A12661";"194";"5.9900";"2.9900"
"A12661";"1";"N";"A12661";"195";"5.9900";"2.9900"
"A12662";"1";"N";"A12662";"196";"7.9900";"2.9900"
"A12662";"1";"N";"A12662";"197";"7.9900";"2.9900"
"A12662";"1";"N";"A12662";"198";"7.9900";"2.9900"
"A12662";"1";"N";"A12662";"199";"7.9900";"2.9900"
